"file_path","sha256","media_type","true_class","is_unknown","split_role","source_group","session_id","device","view","background","lighting","source_video","frame_index","timestamp_seconds","physical_model_id","distance","occlusion","blur","notes"
"asset/Imagens_reais/boto-onça/59.jpg","06524847f53c90861d282929842a7bcec4f248023f6b8ae6591cc8b601142d9d","image","unknown","true","exclude","real_59","real_59","unknown","diorama_photo_mixed","diorama","unknown","","","","boto-onça","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/boto-onça/60.jpg","5b72c6d912ddfef9d0e36162319e92465e85115966f6f497650880eef7fd2116","image","unknown","true","exclude","real_60","real_60","unknown","diorama_photo_mixed","diorama","unknown","","","","boto-onça","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/boto-onça/61.jpg","80f81f74d722253035383259abc92be22b91123d2124bf10a5c42f747a79d073","image","unknown","true","exclude","real_61","real_61","unknown","diorama_photo_mixed","diorama","unknown","","","","boto-onça","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/boto-onça/62.jpg","8090f29a606a26146bac5a380eba5f4a24dd692ac848f44f9c6e928cb2f91bcd","image","unknown","true","exclude","real_62","real_62","unknown","diorama_photo_mixed","diorama","unknown","","","","boto-onça","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/Capivara/14.jpg","16ff0a5f7fe5c90c85311c1617f2b00300fb0463b91c260f78aac735c57a9a8c","image","capivara","false","calibration_known","real_14","real_14","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/15.jpg","0680fe645dddbaa690b2bc0b7ea64676edb6a5505313c2074fe98dcf4eeb2ad9","image","capivara","false","calibration_known","real_15","real_15","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/40.jpg","9b5abdb4ac128aeb0e8c0ad9fcee4bdb7189b2aa31e169ab87341f11964228e3","image","capivara","false","calibration_known","real_40","real_40","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/47.jpg","5992ded0a1a554ad99a92bce99c1aef94fe42ae351cb64d004b1ee766d1b0a3f","image","capivara","false","calibration_known","real_47","real_47","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/48.jpg","dd88ef302eee9adb270f348b1d0315a1b9c3af50ebbbc2dc0be5541160c61b0e","image","capivara","false","test_known","real_48","real_48","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/49.jpg","e835e1b3151082620813fc446b8aafba1d10b069a5199480bbec778a8f4c6098","image","capivara","false","test_known","real_49","real_49","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Capivara/64.jpg","b3c583d48e22d6e66b1e98030b2a871f7045524d21decca87f5debef9bd1351d","image","capivara","false","test_known","real_64","real_64","unknown","diorama_photo","diorama","unknown","","","","Capivara","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/capivara-onça/63.jpg","a00ce5d22230824e700fcdf54f235ba724072de1a5d7e74ca171bcc9ce1a40e9","image","unknown","true","exclude","real_63","real_63","unknown","diorama_photo_mixed","diorama","unknown","","","","capivara-onça","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/capivara-tamandua/18.jpg","5667cfb135c1952febe783ed0331ea92e7323196232ccf616d8dc1c9591689c1","image","unknown","true","exclude","real_18","real_18","unknown","diorama_photo_mixed","diorama","unknown","","","","capivara-tamandua","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/capivara-tamandua/66.jpg","c624dec1248df740c37fe28e86c5a3e7b4ba19e42e8a5aa016c116a0c33dbec4","image","unknown","true","exclude","real_66","real_66","unknown","diorama_photo_mixed","diorama","unknown","","","","capivara-tamandua","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/Diorama/12.jpg","ef1849d98c49ffded5aae1bfab7a40ba6250fe06c11ff5dded238b57d0a50bd0","image","unknown","true","calibration_unknown","real_12","real_12","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/13.jpg","403cadbae9a11adab209b0fc1e90948f1217598b4b43e74c5ff17cde46f726b0","image","unknown","true","calibration_unknown","real_13","real_13","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/2.jpg","5d8a397ea4a594692f2dc7673d10109f6a561f1ad6c28818f5505b7aed7dde41","image","unknown","true","calibration_unknown","real_2","real_2","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/50.jpg","3685af6a719bd94b31621e55f952194030e21e5b7639901d213a1e74bf3759c4","image","unknown","true","test_unknown","real_50","real_50","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/67.jpg","2bccb3bd8142f2a771caee4fd622e6c51aceb925d0c4983f21a6d1acd5608acf","image","unknown","true","test_unknown","real_67","real_67","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/68.jpg","b354f9f6048baad92351da294e05ca5d87081c4913e4a3c6b22efe323e38eee3","image","unknown","true","test_unknown","real_68","real_68","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/69.jpg","f99e9ccd7cb07f37cf531281a0948e4c46aa00fff7c36b520a88ecda7ccdf53c","image","unknown","true","test_unknown","real_69","real_69","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/70.jpg","44cdc5a9aea45fa4287e48022be533fa590902736c0d6d9a52521f2a6f3f16fe","image","unknown","true","test_unknown","real_70","real_70","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/71.jpg","85110881a8936e54ec3b21607d6363dcfe962d93d0ea6eefdce3c5974ebf89c9","image","unknown","true","test_unknown","real_71","real_71","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/72.jpg","f6734bdef0495303992113b9058511e6fe224716a4660ddb2847e41632243d9d","image","unknown","true","test_unknown","real_72","real_72","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Diorama/9.jpg","27fcb7c170deb92b228d2ce87a2e6b9f5acb404291df872a76e03f272cd05660","image","unknown","true","calibration_unknown","real_9","real_9","unknown","diorama_photo","diorama","unknown","","","","Diorama","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Fungos/20.jpg","052e882d1982f02bba018745912ce0e857fb1fc32b5d61fb873f6e6d83e80f40","image","unknown","true","calibration_unknown","real_20","real_20","unknown","diorama_photo","diorama","unknown","","","","Fungos","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Fungos/76.jpg","aa765af9156ef551d694ad09608806743036f0ec0adf486df5600a517e88833d","image","unknown","true","test_unknown","real_76","real_76","unknown","diorama_photo","diorama","unknown","","","","Fungos","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Jacare/3.jpg","142797f615b86f4f54a8b59756ab21604f6221309faff5858b16da7c922755f8","image","unknown","true","calibration_unknown","real_3","real_3","unknown","diorama_photo","diorama","unknown","","","","Jacare","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Jacare/43.jpg","238e4282a074c878ceec0e8c8b01195d3e4a8ee1cf4569a8eb24dc211d6b4e4e","image","unknown","true","calibration_unknown","real_43","real_43","unknown","diorama_photo","diorama","unknown","","","","Jacare","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Jacare/44.jpg","a2dc27daf2f7e4811c8e290d9d6ac23402486a5af91244f31e39090ffd46c34e","image","unknown","true","calibration_unknown","real_44","real_44","unknown","diorama_photo","diorama","unknown","","","","Jacare","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/Jacare/45.jpg","5a169d62ffad3183a6e9b21168ad9c7d98dea23562642df1deaa4ae9671db0f6","image","unknown","true","calibration_unknown","real_45","real_45","unknown","diorama_photo","diorama","unknown","","","","Jacare","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/ONÇA/22.jpg","e1fcb0aac4829880ec8c762c563dd53be3ab83b3c4228f97f72536bcb4ad27ff","image","onca_pintada","false","calibration_known","real_22","real_22","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/23.jpg","a48b046705d676401a235f313cf50d0a2ab9af66ea5dca4f8f95e8d78e3c9a1e","image","onca_pintada","false","calibration_known","real_23","real_23","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/24.jpg","3e32f574f733dc5822ea69afd2577dee429915b847b635bc0f5956edb798ccaf","image","onca_pintada","false","calibration_known","real_24","real_24","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/25.jpg","86b20a2b9368a9e08f69b05cf33b0dd6f89a9c20f2097b3a7029635322c99d84","image","onca_pintada","false","test_known","real_25","real_25","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/26.jpg","ca163679559f09e5eb2abb3521220d464f9643200eb6c37f7f41822f85583a20","image","onca_pintada","false","test_known","real_26","real_26","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/46.jpg","38186a5474c37849130c6358fd0d1d8c9c8ef06ccfabe886849f2c42667cf823","image","onca_pintada","false","test_known","real_46","real_46","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/ONÇA/6.jpg","5672e2d80bf5018209a15929684a4c80d01447949b0520d73e1c3885e7e49756","image","onca_pintada","false","calibration_known","real_6","real_6","unknown","diorama_photo","diorama","unknown","","","","ONÇA","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/73.jpg","cfc37d27c5c26a77353bd90cd021b6981960882c1ff5eb04d27c0f8358236f92","image","sapo","false","calibration_known","real_73","real_73","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/74.jpg","25c9a9367e20b8d03803158bd05435a2c7de775f98b18a456d2d00e2b7e745f9","image","sapo","false","calibration_known","real_74","real_74","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103412.jpg","07b80947065abc03a287b34a0f2631d0199797310b7b6bed4778976c5ceee750","image","sapo","false","calibration_known","real_IMG_20260526_103412","real_IMG_20260526_103412","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103416.jpg","3b2b6704572da287125949e55ec6672c7e9cf22f4e0d7833c4064e8e00b8d19f","image","sapo","false","calibration_known","real_IMG_20260526_103416","real_IMG_20260526_103416","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103422.jpg","6b958f67cfe66626a4cab4829c771f87363fa7111811a4b5a97e5aeb9f0dc84e","image","sapo","false","calibration_known","real_IMG_20260526_103422","real_IMG_20260526_103422","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103427.jpg","31e658d6e5ca882c5e664d37ac004eeedd88244ba787a63912aa61ae94f725b7","image","sapo","false","calibration_known","real_IMG_20260526_103427","real_IMG_20260526_103427","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103432.jpg","dd2fc5b41cb0fc78b8c6354905fe9bbe764825681a281e45d3921b07e27b0903","image","sapo","false","calibration_known","real_IMG_20260526_103432","real_IMG_20260526_103432","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103437.jpg","90e2ae1ae1ade0b9a18d3465185dc139cd392eb1163ae9894e623e0e1d7ff54e","image","sapo","false","test_known","real_IMG_20260526_103437","real_IMG_20260526_103437","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103442.jpg","88f43d1532569749099374cf54cbe00780eeeec38a72c2580b0f10b95b51c6f9","image","sapo","false","test_known","real_IMG_20260526_103442","real_IMG_20260526_103442","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103452.jpg","fb135e395706a2628004d43ebebd48cce05854d2f45f9db782494d68da36ee70","image","sapo","false","test_known","real_IMG_20260526_103452","real_IMG_20260526_103452","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103455.jpg","8466f09704aac3fa48e3bb0e3416afe6befcec3e7bb407fac34dca06c3f1fe63","image","sapo","false","test_known","real_IMG_20260526_103455","real_IMG_20260526_103455","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103457.jpg","6a7ac5c5cf435b6eaac401760dabbe786ea38774a059cc10015fcaa902949dd1","image","sapo","false","test_known","real_IMG_20260526_103457","real_IMG_20260526_103457","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/Sapo/IMG_20260526_103501.jpg","9449d89fb289304c6a8b9ad7cebb2306508c4b2e1169c08f5e60be6e1f0207c8","image","sapo","false","test_known","real_IMG_20260526_103501","real_IMG_20260526_103501","unknown","diorama_photo","diorama","unknown","","","","Sapo","","","","auto_labeled_known_from_folder"
"asset/Imagens_reais/sapo-boto/1.jpg","140a3d8d6031b2b6c2b332194d6343d24f496b9db4f02461b270a66d20c9196a","image","unknown","true","exclude","real_1","real_1","unknown","diorama_photo_mixed","diorama","unknown","","","","sapo-boto","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/sapo-boto/11.jpg","815a9d02e36e44f224c973ec65894c0ca60d2ab533e60b529effb0e420b582cd","image","unknown","true","exclude","real_11","real_11","unknown","diorama_photo_mixed","diorama","unknown","","","","sapo-boto","","","","excluded_mixed_animals_stress_case"
"asset/Imagens_reais/tamandua/16.jpg","671fcca35d253f1633ff729075d11d6f31425612e140a241e916b624e2b30820","image","unknown","true","calibration_unknown","real_16","real_16","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/tamandua/17.jpg","2c79b077c7cf1d17dedce7e32cd7bc31ea7d5b9e5f05c8f9d32e50e3f770c01e","image","unknown","true","calibration_unknown","real_17","real_17","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/tamandua/21.jpg","f1367828d2950fd77f528f57c60c1f689f8bf8f149d1c18e263328ed074546d6","image","unknown","true","calibration_unknown","real_21","real_21","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/tamandua/41.jpg","b7c6d582950849161120f8ac6507651290fe551e58ac11dc5bf37eeb324e8378","image","unknown","true","calibration_unknown","real_41","real_41","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/tamandua/42.jpg","89c279e5a3776113fdcdf120237729401685bbb68b2a3b8fb65ae7f8f03250b5","image","unknown","true","calibration_unknown","real_42","real_42","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
"asset/Imagens_reais/tamandua/65.jpg","73a65fee9c359c02b52ba0fa41ce723655758b5db0a9bf6a6e898a5a43549c3b","image","unknown","true","test_unknown","real_65","real_65","unknown","diorama_photo","diorama","unknown","","","","tamandua","","","","auto_labeled_unknown_from_folder_without_blender_or_scene"
